,Views,Date,Time
774,16.1K,2019-07-12,18:03
775,15.7K,2019-07-13,19:14
776,12.5K,2019-07-13,19:30
777,11.6K,2019-07-13,19:55
778,12.8K,2019-07-13,22:50
779,13.1K,2019-07-14,14:28
780,14.7K,2019-07-01,02:39
781,15.6K,2019-07-01,04:41
782,16.2K,2019-07-01,04:43
783,15.0K,2019-07-01,04:44
784,14.7K,2019-07-01,06:12
785,15.0K,2019-07-02,13:28
786,32.8K,2019-07-02,22:23
787,15.3K,2019-07-02,22:40
788,17.1K,2019-07-03,17:07
789,13.3K,2019-07-03,23:11
790,13.6K,2019-07-03,00:28
791,12.9K,2019-07-04,23:29
792,12.6K,2019-07-04,00:32
793,13.8K,2019-07-05,11:19
794,14.4K,2019-07-06,14:32
795,12.3K,2019-07-06,00:39
796,13.8K,2019-07-07,19:13
797,12.9K,2019-07-07,00:09
798,11.0K,2019-07-07,00:24
799,12.5K,2019-07-07,00:33
800,11.8K,2019-07-09,20:59
801,11.1K,2019-07-10,10:36
802,13.9K,2019-07-11,00:36
803,13.3K,2019-07-12,15:24
804,16.1K,2019-07-12,18:03
805,13.2K,2019-07-13,19:14
806,14.4K,2019-07-13,19:30
807,12.0K,2019-07-13,19:55
808,12.6K,2019-07-13,22:50
809,12.3K,2019-07-14,14:28
810,13.0K,2019-07-14,18:01
811,13.6K,2019-07-14,19:01
812,15.2K,2019-07-14,21:44
813,13.0K,2019-07-14,22:15
814,21.4K,2019-07-14,22:37
815,14.7K,2019-07-14,22:40
816,15.0K,2019-07-14,23:26
817,32.8K,2019-07-14,00:50
818,15.3K,2019-07-14,07:56
819,17.1K,2019-07-15,16:02
820,13.3K,2019-07-03,23:11
821,13.6K,2019-07-03,00:28
822,12.9K,2019-07-04,23:29
823,12.6K,2019-07-04,00:32
824,13.8K,2019-07-05,11:19
825,14.4K,2019-07-06,14:32
826,12.3K,2019-07-06,00:39
827,13.8K,2019-07-07,19:13
828,12.9K,2019-07-07,00:09
829,11.0K,2019-07-07,00:24
830,12.5K,2019-07-07,00:33
831,11.8K,2019-07-09,20:59
832,11.1K,2019-07-10,10:36
833,13.9K,2019-07-11,00:36
834,13.3K,2019-07-12,15:24
835,16.1K,2019-07-12,18:03
836,13.2K,2019-07-13,19:14
837,14.4K,2019-07-13,19:30
838,12.0K,2019-07-13,19:55
839,12.6K,2019-07-13,22:50
840,12.3K,2019-07-14,14:28
841,13.0K,2019-07-14,18:01
842,13.6K,2019-07-14,19:01
843,15.2K,2019-07-14,21:44
844,13.0K,2019-07-14,22:15
845,21.4K,2019-07-14,22:37
846,27.0K,2019-07-14,22:40
847,15.5K,2019-07-14,23:26
848,23.5K,2019-07-14,00:50
849,18.5K,2019-07-14,07:56
850,20.0K,2019-07-15,16:02
851,15.7K,2019-07-15,16:07
852,16.3K,2019-07-16,21:03
853,15.4K,2019-07-17,16:11
854,14.4K,2019-07-18,18:35
855,14.4K,2019-07-18,23:06
856,12.3K,2019-07-20,18:58
857,13.8K,2019-07-21,13:28
858,12.9K,2019-07-21,14:54
859,11.0K,2019-07-21,16:51
860,12.5K,2019-07-07,00:33
861,11.8K,2019-07-09,20:59
862,11.1K,2019-07-10,10:36
863,13.9K,2019-07-11,00:36
864,13.3K,2019-07-12,15:24
865,16.1K,2019-07-12,18:03
866,13.2K,2019-07-13,19:14
867,14.4K,2019-07-13,19:30
868,12.0K,2019-07-13,19:55
869,12.6K,2019-07-13,22:50
870,12.3K,2019-07-14,14:28
871,13.0K,2019-07-14,18:01
872,13.6K,2019-07-14,19:01
873,15.2K,2019-07-14,21:44
874,13.0K,2019-07-14,22:15
875,21.4K,2019-07-14,22:37
876,27.0K,2019-07-14,22:40
877,15.5K,2019-07-14,23:26
878,23.5K,2019-07-14,00:50
879,18.5K,2019-07-14,07:56
880,20.0K,2019-07-15,16:02
881,15.7K,2019-07-15,16:07
882,16.3K,2019-07-16,21:03
883,15.4K,2019-07-17,16:11
884,14.4K,2019-07-18,18:35
885,14.4K,2019-07-18,23:06
886,16.6K,2019-07-20,18:58
887,14.7K,2019-07-21,13:28
888,20.6K,2019-07-21,14:54
889,23.7K,2019-07-21,16:51
890,37.6K,2019-07-21,17:14
891,20.8K,2019-07-21,20:11
892,16.9K,2019-07-21,20:51
893,22.8K,2019-07-21,23:09
894,19.1K,2019-07-21,23:11
895,13.3K,2019-07-21,23:14
896,16.1K,2019-07-21,23:25
897,13.2K,2019-07-21,00:00
898,14.4K,2019-07-21,00:04
899,12.0K,2019-07-21,00:24
900,12.6K,2019-07-13,22:50
901,12.3K,2019-07-14,14:28
902,13.0K,2019-07-14,18:01
903,13.6K,2019-07-14,19:01
904,15.2K,2019-07-14,21:44
905,13.0K,2019-07-14,22:15
906,21.4K,2019-07-14,22:37
907,27.0K,2019-07-14,22:40
908,15.5K,2019-07-14,23:26
909,23.5K,2019-07-14,00:50
910,18.5K,2019-07-14,07:56
911,20.0K,2019-07-15,16:02
912,15.7K,2019-07-15,16:07
913,16.3K,2019-07-16,21:03
914,15.4K,2019-07-17,16:11
915,13.0K,2019-07-18,18:35
916,21.4K,2019-07-18,23:06
917,27.0K,2019-07-20,18:58
918,15.5K,2019-07-21,13:28
919,23.5K,2019-07-21,14:54
920,18.5K,2019-07-14,07:56
921,20.0K,2019-07-15,16:02
922,15.7K,2019-07-15,16:07
923,16.3K,2019-07-16,21:03
924,15.4K,2019-07-17,16:11
925,14.4K,2019-07-18,18:35
926,14.4K,2019-07-18,23:06
927,16.6K,2019-07-20,18:58
928,14.7K,2019-07-21,13:28
929,20.6K,2019-07-21,14:54
930,23.7K,2019-07-21,16:51
931,37.6K,2019-07-21,17:14
932,20.8K,2019-07-21,20:11
933,16.9K,2019-07-21,20:51
934,22.8K,2019-07-21,23:09
935,14.4K,2019-07-21,23:11
936,14.4K,2019-07-21,23:14
937,16.6K,2019-07-21,23:25
938,14.7K,2019-07-21,00:00
939,20.6K,2019-07-21,00:04
940,23.7K,2019-07-21,16:51
941,37.6K,2019-07-21,17:14
942,20.8K,2019-07-21,20:11
943,16.9K,2019-07-21,20:51
944,22.8K,2019-07-21,23:09
945,19.1K,2019-07-21,23:11
946,16.6K,2019-07-21,23:14
947,16.6K,2019-07-21,23:25
948,18.8K,2019-07-21,00:00
949,19.8K,2019-07-21,00:04
950,40.4K,2019-07-21,00:24
951,24.3K,2019-07-21,00:33
952,18.0K,2019-07-21,00:37
953,17.4K,2019-07-21,00:42
954,26.0K,2019-07-22,10:55
955,20.4K,2019-07-22,12:58
956,21.4K,2019-07-22,14:33
957,20.4K,2019-07-22,15:56
958,19.8K,2019-07-22,16:01
959,20.7K,2019-07-22,16:05
960,22.3K,2019-07-22,16:21
961,23.4K,2019-07-22,16:56
962,21.5K,2019-07-22,17:01
963,22.4K,2019-07-22,17:12
964,23.8K,2019-07-22,17:23
965,23.2K,2019-07-22,17:53
966,23.6K,2019-07-22,19:58
967,22.5K,2019-07-22,21:04
968,20.6K,2019-07-22,21:25
969,18.5K,2019-07-22,22:48
970,56.2K,2019-07-22,00:28
971,18.9K,2019-07-23,23:10
972,21.3K,2019-07-23,01:25
973,17.1K,2019-07-24,00:24
974,17.9K,2019-07-25,16:17
975,19.1K,2019-07-25,19:37
976,16.6K,2019-07-25,23:17
977,16.6K,2019-07-26,20:03
978,18.8K,2019-07-26,23:33
979,19.8K,2019-07-26,23:46
980,40.4K,2019-07-21,00:24
981,24.3K,2019-07-21,00:33
982,18.0K,2019-07-21,00:37
983,17.4K,2019-07-21,00:42
984,26.0K,2019-07-22,10:55
985,20.4K,2019-07-22,12:58
986,21.4K,2019-07-22,14:33
987,20.4K,2019-07-22,15:56
988,19.8K,2019-07-22,16:01
989,20.7K,2019-07-22,16:05
990,22.3K,2019-07-22,16:21
991,23.4K,2019-07-22,16:56
992,21.5K,2019-07-22,17:01
993,22.4K,2019-07-22,17:12
994,23.8K,2019-07-22,17:23
995,23.2K,2019-07-22,17:53
996,23.6K,2019-07-22,19:58
997,22.5K,2019-07-22,21:04
998,20.6K,2019-07-22,21:25
999,18.5K,2019-07-22,22:48
1000,56.2K,2019-07-22,00:28
1001,18.9K,2019-07-23,23:10
1002,21.3K,2019-07-23,01:25
1003,17.1K,2019-07-24,00:24
1004,17.9K,2019-07-25,16:17
1005,17.5K,2019-07-25,19:37
1006,17.9K,2019-07-25,23:17
1007,16.4K,2019-07-26,20:03
1008,23.6K,2019-07-26,23:33
1009,21.4K,2019-07-26,23:46
1010,17.5K,2019-07-27,13:15
1011,16.5K,2019-07-27,17:05
1012,18.3K,2019-07-27,17:19
1013,21.3K,2019-07-27,17:44
1014,20.4K,2019-07-27,17:45
1015,21.4K,2019-07-27,18:03
1016,20.4K,2019-07-27,18:10
1017,19.8K,2019-07-27,18:30
1018,20.7K,2019-07-27,19:23
1019,22.3K,2019-07-27,19:29
1020,23.4K,2019-07-22,16:21
1021,21.5K,2019-07-22,16:56
1022,22.4K,2019-07-22,17:01
1023,23.8K,2019-07-22,17:12
1024,23.2K,2019-07-22,17:23
1025,23.6K,2019-07-22,17:53
1026,22.5K,2019-07-22,19:58
1027,20.6K,2019-07-22,21:04
1028,18.5K,2019-07-22,21:25
1029,56.2K,2019-07-22,22:48
1030,18.9K,2019-07-22,00:28
1031,21.3K,2019-07-23,23:10
1032,17.1K,2019-07-23,01:25
1033,17.9K,2019-07-24,00:24
1034,17.5K,2019-07-25,16:17
1035,17.9K,2019-07-25,19:37
1036,16.4K,2019-07-25,23:17
1037,23.6K,2019-07-26,20:03
1038,21.4K,2019-07-26,23:33
1039,17.5K,2019-07-26,23:46
1040,16.5K,2019-07-27,13:15
1041,18.3K,2019-07-27,17:05
1042,21.3K,2019-07-27,17:19
1043,23.9K,2019-07-27,17:44
1044,28.4K,2019-07-27,17:45
1045,44.6K,2019-07-27,18:03
1046,19.1K,2019-07-27,18:10
1047,16.1K,2019-07-27,18:30
1048,15.6K,2019-07-27,19:23
1049,17.2K,2019-07-27,19:29
1050,16.2K,2019-07-27,20:41
1051,25.5K,2019-07-27,21:30
1052,23.2K,2019-07-27,23:41
1053,23.6K,2019-07-28,12:24
1054,22.5K,2019-07-28,17:40
1055,20.6K,2019-07-28,19:03
1056,18.5K,2019-07-28,19:13
1057,56.2K,2019-07-28,19:39
1058,18.9K,2019-07-28,19:40
1059,21.3K,2019-07-28,20:05
1060,17.1K,2019-07-22,00:28
1061,17.9K,2019-07-23,23:10
1062,17.5K,2019-07-23,01:25
1063,17.9K,2019-07-24,00:24
1064,16.4K,2019-07-25,16:17
1065,23.6K,2019-07-25,19:37
1066,21.4K,2019-07-25,23:17
1067,17.5K,2019-07-26,20:03
1068,16.5K,2019-07-26,23:33
1069,18.3K,2019-07-26,23:46
1070,21.3K,2019-07-27,13:15
1071,23.9K,2019-07-27,17:05
1072,28.4K,2019-07-27,17:19
1073,44.6K,2019-07-27,17:44
1074,19.1K,2019-07-27,17:45
1075,16.1K,2019-07-27,18:03
1076,15.6K,2019-07-27,18:10
1077,17.2K,2019-07-27,18:30
1078,16.2K,2019-07-27,19:23
1079,25.5K,2019-07-27,19:29
1080,16.6K,2019-07-27,20:41
1081,31.3K,2019-07-27,21:30
1082,37.8K,2019-07-27,23:41
1083,19.5K,2019-07-28,12:24
1084,53.8K,2019-07-28,17:40
1085,15.0K,2019-07-28,19:03
1086,16.9K,2019-07-28,19:13
1087,18.6K,2019-07-28,19:39
1088,17.4K,2019-07-28,19:40
1089,17.9K,2019-07-28,20:05
1090,17.5K,2019-07-28,20:13
1091,17.9K,2019-07-28,20:29
1092,16.4K,2019-07-28,23:12
1093,23.6K,2019-07-28,23:17
1094,21.4K,2019-07-28,23:30
1095,17.5K,2019-07-28,23:49
1096,16.5K,2019-07-28,23:55
1097,18.3K,2019-07-28,02:57
1098,21.3K,2019-07-29,15:24
1099,23.9K,2019-07-29,16:26
1100,28.4K,2019-07-27,13:15
1101,44.6K,2019-07-27,17:05
1102,19.1K,2019-07-27,17:19
1103,16.1K,2019-07-27,17:44
1104,15.6K,2019-07-27,17:45
1105,17.2K,2019-07-27,18:03
1106,16.2K,2019-07-27,18:10
1107,25.5K,2019-07-27,18:30
1108,23.9K,2019-07-27,19:23
1109,28.4K,2019-07-27,19:29
1110,44.6K,2019-07-27,20:41
1111,19.1K,2019-07-27,21:30
1112,16.1K,2019-07-27,23:41
1113,15.6K,2019-07-28,12:24
1114,17.2K,2019-07-28,17:40
1115,16.2K,2019-07-28,19:03
1116,25.5K,2019-07-28,19:13
1117,16.6K,2019-07-28,19:39
1118,31.3K,2019-07-28,19:40
1119,37.8K,2019-07-28,20:05
1120,19.5K,2019-07-27,20:41
1121,53.8K,2019-07-27,21:30
1122,15.0K,2019-07-27,23:41
1123,16.9K,2019-07-28,12:24
1124,18.6K,2019-07-28,17:40
1125,17.4K,2019-07-28,19:03
1126,17.9K,2019-07-28,19:13
1127,16.6K,2019-07-28,19:39
1128,31.3K,2019-07-28,19:40
1129,37.8K,2019-07-28,20:05
1130,19.5K,2019-07-28,20:13
1131,53.8K,2019-07-28,20:29
1132,15.0K,2019-07-28,23:12
1133,16.9K,2019-07-28,23:17
1134,18.6K,2019-07-28,23:30
1135,17.4K,2019-07-28,23:49
1136,17.9K,2019-07-28,23:55
1137,21.3K,2019-07-28,02:57
1138,22.5K,2019-07-29,15:24
1139,17.9K,2019-07-29,16:26
1140,48.6K,2019-07-28,20:13
1141,18.5K,2019-07-28,20:29
1142,23.4K,2019-07-28,23:12
1143,23.4K,2019-07-28,23:17
1144,21.8K,2019-07-28,23:30
1145,20.8K,2019-07-28,23:49
1146,18.3K,2019-07-28,23:55
1147,17.4K,2019-07-28,02:57
1148,17.9K,2019-07-29,15:24
1149,21.3K,2019-07-29,16:26
1150,22.5K,2019-07-29,16:28
1151,17.9K,2019-07-30,14:03
1152,48.6K,2019-07-30,22:12
1153,18.5K,2019-07-30,22:57
1154,23.4K,2019-07-30,01:15
1155,23.4K,2019-07-31,21:21
1156,21.8K,2019-07-31,01:19
1157,20.8K,2019-08-01,14:13
1158,18.3K,2019-08-02,12:57
1159,32.0K,2019-08-02,23:16
1160,18.8K,2019-07-29,15:24
1161,20.0K,2019-07-29,16:26
1162,16.4K,2019-07-29,16:28
1163,16.2K,2019-07-30,14:03
1164,16.4K,2019-07-30,22:12
1165,17.9K,2019-07-30,22:57
1166,20.8K,2019-07-30,01:15
1167,18.3K,2019-07-31,21:21
1168,32.0K,2019-07-31,01:19
1169,18.8K,2019-08-01,14:13
1170,20.0K,2019-08-02,12:57
1171,16.4K,2019-08-02,23:16
1172,16.2K,2019-08-03,10:52
1173,16.4K,2019-08-03,15:20
1174,17.9K,2019-08-03,17:50
1175,15.9K,2019-08-03,21:29
1176,19.0K,2019-08-03,23:00
1177,19.9K,2019-08-03,23:05
1178,20.4K,2019-08-03,23:09
1179,21.2K,2019-08-03,23:21
1180,31.1K,2019-08-02,12:57
1181,29.7K,2019-08-02,23:16
1182,29.5K,2019-08-03,10:52
1183,35.9K,2019-08-03,15:20
1184,42.1K,2019-08-03,17:50
1185,15.9K,2019-08-03,21:29
1186,19.0K,2019-08-03,23:00
1187,19.9K,2019-08-03,23:05
1188,20.4K,2019-08-03,23:09
1189,21.2K,2019-08-03,23:21
1190,31.1K,2019-08-03,00:09
1191,29.7K,2019-08-03,02:01
1192,29.5K,2019-08-04,13:24
1193,35.9K,2019-08-04,15:18
1194,42.1K,2019-08-04,18:21
1195,22.5K,2019-08-04,23:17
1196,27.0K,2019-08-05,09:14
1197,34.9K,2019-08-05,21:15
1198,25.5K,2019-08-05,23:23
1199,22.2K,2019-08-06,16:31
1200,18.6K,2019-08-03,00:09
1201,19.1K,2019-08-03,02:01
1202,20.0K,2019-08-04,13:24
1203,20.8K,2019-08-04,15:18
1204,18.9K,2019-08-04,18:21
1205,22.5K,2019-08-04,23:17
1206,27.0K,2019-08-05,09:14
1207,34.9K,2019-08-05,21:15
1208,25.5K,2019-08-05,23:23
1209,22.2K,2019-08-06,16:31
1210,18.6K,2019-08-06,23:25
1211,19.1K,2019-08-06,00:48
1212,20.0K,2019-08-07,00:20
1213,20.8K,2019-08-08,00:28
1214,18.9K,2019-08-09,21:06
1215,17.6K,2019-08-10,19:09
1216,16.9K,2019-08-10,20:10
1217,20.9K,2019-08-10,21:49
1218,15.1K,2019-08-10,22:37
1219,17.3K,2019-08-11,16:42
1220,21.0K,2019-08-06,23:25
1221,16.8K,2019-08-06,00:48
1222,16.9K,2019-08-07,00:20
1223,17.6K,2019-08-08,00:28
1224,18.2K,2019-08-09,21:06
1225,17.6K,2019-08-10,19:09
1226,16.9K,2019-08-10,20:10
1227,20.9K,2019-08-10,21:49
1228,15.1K,2019-08-10,22:37
1229,17.3K,2019-08-11,16:42
1230,21.0K,2019-08-11,17:10
1231,16.8K,2019-08-11,17:53
1232,16.9K,2019-08-11,18:43
1233,17.6K,2019-08-11,18:48
1234,18.2K,2019-08-11,19:16
1235,17.8K,2019-08-11,20:01
1236,19.3K,2019-08-11,21:00
1237,18.9K,2019-08-11,21:06
1238,25.5K,2019-08-11,21:09
1239,46.3K,2019-08-11,22:25
1240,21.0K,2019-08-11,17:10
1241,24.7K,2019-08-11,17:53
1242,23.3K,2019-08-11,18:43
1243,43.5K,2019-08-11,18:48
1244,21.3K,2019-08-11,19:16
1245,22.5K,2019-08-11,20:01
1246,23.2K,2019-08-11,21:00
1247,22.3K,2019-08-11,21:06
1248,24.2K,2019-08-11,21:09
1249,27.7K,2019-08-11,22:25
1250,22.7K,2019-08-11,22:48
1251,24.8K,2019-08-11,22:51
1252,28.3K,2019-08-11,23:34
1253,24.0K,2019-08-11,00:32
1254,22.8K,2019-08-11,00:55
1255,19.4K,2019-08-12,09:42
1256,21.4K,2019-08-12,11:33
1257,22.8K,2019-08-12,14:50
1258,19.4K,2019-08-12,16:03
1259,22.7K,2019-08-12,16:04
1260,20.5K,2019-08-12,16:08
1261,19.6K,2019-08-12,17:48
1262,20.1K,2019-08-12,20:08
1263,29.2K,2019-08-12,23:21
1264,52.9K,2019-08-12,00:24
1265,17.8K,2019-08-13,01:43
1266,19.3K,2019-08-14,15:05
1267,18.9K,2019-08-14,15:12
1268,25.5K,2019-08-15,19:18
1269,46.3K,2019-08-16,11:27
1270,21.0K,2019-08-16,23:39
1271,24.7K,2019-08-17,09:46
1272,23.3K,2019-08-17,19:06
1273,43.5K,2019-08-18,14:15
1274,21.3K,2019-08-18,14:39
1275,22.5K,2019-08-18,14:47
1276,23.2K,2019-08-18,15:41
1277,22.3K,2019-08-18,15:56
1278,24.2K,2019-08-18,16:21
1279,27.7K,2019-08-18,18:03
1280,22.7K,2019-08-11,22:48
1281,24.8K,2019-08-11,22:51
1282,28.3K,2019-08-11,23:34
1283,24.0K,2019-08-11,00:32
1284,22.8K,2019-08-11,00:55
1285,19.4K,2019-08-12,09:42
1286,21.4K,2019-08-12,11:33
1287,22.8K,2019-08-12,14:50
1288,19.4K,2019-08-12,16:03
1289,22.7K,2019-08-12,16:04
1290,20.5K,2019-08-12,16:08
1291,19.6K,2019-08-12,17:48
1292,20.1K,2019-08-12,20:08
1293,29.2K,2019-08-12,23:21
1294,52.9K,2019-08-12,00:24
1295,25.7K,2019-08-13,01:43
1296,29.4K,2019-08-14,15:05
1297,28.9K,2019-08-14,15:12
1298,31.4K,2019-08-15,19:18
1299,34.3K,2019-08-16,11:27
1300,27.6K,2019-08-16,23:39
1301,25.5K,2019-08-17,09:46
1302,22.8K,2019-08-17,19:06
1303,23.6K,2019-08-18,14:15
1304,46.9K,2019-08-18,14:39
1305,22.5K,2019-08-18,14:47
1306,23.2K,2019-08-18,15:41
1307,22.3K,2019-08-18,15:56
1308,24.2K,2019-08-18,16:21
1309,27.7K,2019-08-18,18:03
1310,22.7K,2019-08-18,18:28
1311,24.8K,2019-08-18,18:46
1312,28.3K,2019-08-18,22:11
1313,24.0K,2019-08-20,12:46
1314,22.8K,2019-08-20,00:11
1315,19.4K,2019-08-21,22:51
1316,21.4K,2019-08-23,12:08
1317,22.8K,2019-08-23,00:05
1318,19.4K,2019-08-24,10:38
1319,22.7K,2019-08-24,19:22
1320,20.5K,2019-08-12,16:08
1321,19.6K,2019-08-12,17:48
1322,20.1K,2019-08-12,20:08
1323,29.2K,2019-08-12,23:21
1324,52.9K,2019-08-12,00:24
1325,25.7K,2019-08-13,01:43
1326,29.4K,2019-08-14,15:05
1327,28.9K,2019-08-14,15:12
1328,31.4K,2019-08-15,19:18
1329,34.3K,2019-08-16,11:27
1330,27.6K,2019-08-16,23:39
1331,25.5K,2019-08-17,09:46
1332,22.8K,2019-08-17,19:06
1333,23.6K,2019-08-18,14:15
1334,46.9K,2019-08-18,14:39
1335,28.3K,2019-08-18,14:47
1336,21.3K,2019-08-18,15:41
1337,21.6K,2019-08-18,15:56
1338,30.7K,2019-08-18,16:21
1339,24.4K,2019-08-18,18:03
1340,23.7K,2019-08-18,18:28
1341,27.8K,2019-08-18,18:46
1342,23.4K,2019-08-18,22:11
1343,25.4K,2019-08-20,12:46
1344,27.9K,2019-08-20,00:11
1345,19.4K,2019-08-21,22:51
1346,21.4K,2019-08-23,12:08
1347,22.8K,2019-08-23,00:05
1348,19.4K,2019-08-24,10:38
1349,22.7K,2019-08-24,19:22
1350,20.5K,2019-08-24,20:34
1351,19.6K,2019-08-24,20:57
1352,20.1K,2019-08-25,11:39
1353,29.2K,2019-08-25,17:04
1354,52.9K,2019-08-25,17:58
1355,25.7K,2019-08-25,18:09
1356,29.4K,2019-08-25,18:22
1357,28.9K,2019-08-25,21:09
1358,31.4K,2019-08-26,16:34
1359,34.3K,2019-08-26,18:01
1360,27.6K,2019-08-16,23:39
1361,25.5K,2019-08-17,09:46
1362,22.8K,2019-08-17,19:06
1363,23.6K,2019-08-18,14:15
1364,46.9K,2019-08-18,14:39
1365,28.3K,2019-08-18,14:47
1366,21.3K,2019-08-18,15:41
1367,21.6K,2019-08-18,15:56
1368,30.7K,2019-08-18,16:21
1369,24.4K,2019-08-18,18:03
1370,23.7K,2019-08-18,18:28
1371,27.8K,2019-08-18,18:46
1372,23.4K,2019-08-18,22:11
1373,25.4K,2019-08-20,12:46
1374,27.9K,2019-08-20,00:11
1375,33.8K,2019-08-21,22:51
1376,26.8K,2019-08-23,12:08
1377,30.6K,2019-08-23,00:05
1378,25.5K,2019-08-24,10:38
1379,22.2K,2019-08-24,19:22
1380,48.2K,2019-08-24,20:34
1381,21.5K,2019-08-24,20:57
1382,25.2K,2019-08-25,11:39
1383,26.3K,2019-08-25,17:04
1384,23.7K,2019-08-25,17:58
1385,25.7K,2019-08-25,18:09
1386,29.4K,2019-08-25,18:22
1387,28.9K,2019-08-25,21:09
1388,31.4K,2019-08-26,16:34
1389,34.3K,2019-08-26,18:01
1390,27.6K,2019-08-27,00:04
1391,25.5K,2019-08-29,11:16
1392,22.8K,2019-08-30,11:59
1393,23.6K,2019-08-30,23:32
1394,46.9K,2019-08-31,20:37
1395,28.3K,2019-08-31,21:39
1396,21.3K,2019-08-31,21:59
1397,21.6K,2019-08-31,22:14
1398,30.7K,2019-08-31,22:44
1399,24.4K,2019-08-31,22:59
1400,23.7K,2019-08-18,18:28
1401,27.8K,2019-08-18,18:46
1402,23.4K,2019-08-18,22:11
1403,25.4K,2019-08-20,12:46
1404,27.9K,2019-08-20,00:11
1405,33.8K,2019-08-21,22:51
1406,26.8K,2019-08-23,12:08
1407,30.6K,2019-08-23,00:05
1408,25.5K,2019-08-24,10:38
1409,22.2K,2019-08-24,19:22
1410,48.2K,2019-08-24,20:34
1411,21.5K,2019-08-24,20:57
1412,25.2K,2019-08-25,11:39
1413,26.3K,2019-08-25,17:04
1414,23.7K,2019-08-25,17:58
1415,20.6K,2019-08-25,18:09
1416,24.7K,2019-08-25,18:22
1417,24.7K,2019-08-25,21:09
1418,21.3K,2019-08-26,16:34
1419,25.6K,2019-08-26,18:01
1420,20.9K,2019-08-27,00:04
1421,21.5K,2019-08-29,11:16
1422,21.4K,2019-08-30,11:59
1423,22.0K,2019-08-30,23:32
1424,23.4K,2019-08-31,20:37
1425,28.3K,2019-08-31,21:39
1426,21.3K,2019-08-31,21:59
1427,21.6K,2019-08-31,22:14
1428,30.7K,2019-08-31,22:44
1429,24.4K,2019-08-31,22:59
1430,23.7K,2019-08-31,23:18
1431,27.8K,2019-08-31,23:46
1432,23.4K,2019-08-31,23:48
1433,25.4K,2019-08-31,23:56
1434,27.9K,2019-09-01,15:39
1435,33.8K,2019-09-01,16:34
1436,26.8K,2019-09-01,17:22
1437,30.6K,2019-09-01,17:49
1438,25.5K,2019-09-01,18:00
1439,22.2K,2019-09-01,18:06
1440,48.2K,2019-08-24,20:34
1441,21.5K,2019-08-24,20:57
1442,25.2K,2019-08-25,11:39
1443,26.3K,2019-08-25,17:04
1444,23.7K,2019-08-25,17:58
1445,20.6K,2019-08-25,18:09
1446,24.7K,2019-08-25,18:22
1447,24.7K,2019-08-25,21:09
1448,21.3K,2019-08-26,16:34
1449,25.6K,2019-08-26,18:01
1450,20.9K,2019-08-27,00:04
1451,21.5K,2019-08-29,11:16
1452,21.4K,2019-08-30,11:59
1453,22.0K,2019-08-30,23:32
1454,23.4K,2019-08-31,20:37
1455,21.8K,2019-08-31,21:39
1456,23.6K,2019-08-31,21:59
1457,26.8K,2019-08-31,22:14
1458,31.8K,2019-08-31,22:44
1459,31.3K,2019-08-31,22:59
1460,25.3K,2019-08-31,23:18
1461,21.6K,2019-08-31,23:46
1462,21.8K,2019-08-31,23:48
1463,27.2K,2019-08-31,23:56
1464,24.3K,2019-09-01,15:39
1465,27.9K,2019-09-01,16:34
1466,33.8K,2019-09-01,17:22
1467,26.8K,2019-09-01,17:49
1468,30.6K,2019-09-01,18:00
1469,25.5K,2019-09-01,18:06
1470,22.2K,2019-09-01,19:04
1471,48.2K,2019-09-01,22:42
1472,21.5K,2019-09-01,00:54
1473,25.2K,2019-09-02,09:52
1474,26.3K,2019-09-03,12:55
1475,23.7K,2019-09-03,00:44
1476,20.6K,2019-09-04,18:02
1477,24.7K,2019-09-05,10:06
1478,24.7K,2019-09-05,10:06
1479,21.3K,2019-09-05,11:40
1480,25.6K,2019-08-26,18:01
1481,20.9K,2019-08-27,00:04
1482,21.5K,2019-08-29,11:16
1483,21.4K,2019-08-30,11:59
1484,22.0K,2019-08-30,23:32
1485,23.4K,2019-08-31,20:37
1486,21.8K,2019-08-31,21:39
1487,23.6K,2019-08-31,21:59
1488,26.8K,2019-08-31,22:14
1489,31.8K,2019-08-31,22:44
1490,31.3K,2019-08-31,22:59
1491,25.3K,2019-08-31,23:18
1492,21.6K,2019-08-31,23:46
1493,21.8K,2019-08-31,23:48
1494,27.2K,2019-08-31,23:56
1495,24.3K,2019-09-01,15:39
1496,26.0K,2019-09-01,16:34
1497,22.9K,2019-09-01,17:22
1498,21.0K,2019-09-01,17:49
1499,28.2K,2019-09-01,18:00
1500,22.1K,2019-09-01,18:06
1501,23.9K,2019-09-01,19:04
1502,21.8K,2019-09-01,22:42
1503,20.1K,2019-09-01,00:54
1504,20.2K,2019-09-02,09:52
1505,23.7K,2019-09-03,12:55
1506,20.6K,2019-09-03,00:44
1507,24.7K,2019-09-04,18:02
1508,24.7K,2019-09-05,10:06
1509,21.3K,2019-09-05,10:06
1510,25.6K,2019-09-05,11:40
1511,20.9K,2019-09-05,21:27
1512,21.5K,2019-09-06,17:21
1513,21.4K,2019-09-06,22:44
1514,22.0K,2019-09-06,23:37
1515,23.4K,2019-09-06,00:25
1516,21.8K,2019-09-07,16:26
1517,23.6K,2019-09-07,19:33
1518,26.8K,2019-09-07,21:11
1519,31.8K,2019-09-07,23:30
1520,31.3K,2019-08-31,22:59
1521,25.3K,2019-08-31,23:18
